Borough,Reporting Construction Type,All Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,Total Units
Manhattan,Preservation,92,36,28,0,0,156,186
Manhattan,Preservation,167,69,58,0,0,294,378
Manhattan,Preservation,153,71,65,0,0,289,378
Manhattan,Preservation,161,75,65,0,0,301,378
Manhattan,Preservation,156,76,63,0,0,295,378
Manhattan,Preservation,163,68,52,0,0,283,378
Manhattan,Preservation,69,0,0,0,69,0,69
Manhattan,Preservation,12,0,0,0,0,12,12
Manhattan,Preservation,12,0,0,0,0,12,12
Manhattan,Preservation,4,0,0,0,4,0,4
Manhattan,Preservation,25,24,0,0,49,0,49
Manhattan,Preservation,13,0,0,0,13,0,13
Manhattan,Preservation,12,0,0,1,13,0,13
Manhattan,Preservation,26,0,0,0,26,0,26
Manhattan,Preservation,14,0,0,0,14,0,14
Manhattan,Preservation,13,0,0,1,14,0,14
Manhattan,Preservation,14,0,0,0,14,0,14
Manhattan,Preservation,14,0,0,0,14,0,14
Manhattan,Preservation,14,0,0,0,0,14,14
Manhattan,Preservation,14,0,0,0,14,0,14
Manhattan,Preservation,15,0,0,0,15,0,15
Manhattan,Preservation,15,0,0,0,15,0,15
Manhattan,New Construction,58,0,0,0,58,0,289
Manhattan,Preservation,15,0,0,0,2,13,15
Manhattan,Preservation,15,0,0,1,16,0,16
Manhattan,Preservation,0,0,16,0,0,16,16
Manhattan,Preservation,16,0,0,0,16,0,16
Manhattan,Preservation,15,1,0,0,16,0,16
Manhattan,Preservation,16,0,0,1,17,0,17
Manhattan,Preservation,17,0,0,0,17,0,17
Manhattan,Preservation,17,0,0,0,17,0,17
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,17,0,0,1,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,1,19,0,19
Manhattan,Preservation,19,0,0,0,19,0,19
Manhattan,Preservation,161,0,0,0,0,161,161
Manhattan,Preservation,20,0,0,0,20,0,20
Manhattan,Preservation,19,0,0,1,20,0,20
Manhattan,Preservation,20,0,0,0,20,0,20
Manhattan,Preservation,53,3,0,1,57,0,57
Manhattan,Preservation,20,0,0,0,20,0,20
Manhattan,Preservation,16,0,0,0,16,0,16
Manhattan,Preservation,25,0,0,0,25,0,25
Manhattan,Preservation,28,0,0,1,29,0,29
Manhattan,Preservation,30,0,0,0,30,0,30
Manhattan,Preservation,29,1,0,0,30,0,30
Manhattan,Preservation,20,0,0,1,21,0,21
Manhattan,Preservation,34,0,0,1,35,0,35
Manhattan,Preservation,22,0,0,0,22,0,22
Manhattan,Preservation,22,0,0,1,23,0,23
Manhattan,Preservation,23,0,0,0,23,0,23
Manhattan,Preservation,23,0,0,0,23,0,23
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,22,0,0,2,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,23,0,0,1,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,23,1,0,0,24,0,24
Manhattan,Preservation,23,0,0,1,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,24,0,0,0,24,0,24
Manhattan,Preservation,25,0,0,0,25,0,25
Manhattan,Preservation,24,0,0,1,25,0,25
Manhattan,Preservation,24,0,0,1,25,0,25
Manhattan,Preservation,25,0,0,0,25,0,25
Manhattan,Preservation,0,24,0,1,25,0,25
Manhattan,Preservation,25,0,0,0,25,0,25
Manhattan,Preservation,25,0,0,0,25,0,25
Manhattan,Preservation,25,0,0,0,25,0,25
Manhattan,Preservation,25,1,0,0,26,0,26
Manhattan,Preservation,25,0,0,1,26,0,26
Manhattan,Preservation,27,0,0,0,27,0,27
Manhattan,Preservation,26,0,0,1,27,0,27
Manhattan,Preservation,29,0,0,0,29,0,29
Manhattan,Preservation,4,0,0,0,4,0,29
Manhattan,Preservation,30,0,0,0,30,0,30
Manhattan,Preservation,30,0,0,0,30,0,30
Manhattan,Preservation,26,5,0,0,31,0,31
Manhattan,Preservation,33,0,0,0,33,0,33
Manhattan,Preservation,33,0,0,1,34,0,34
Manhattan,Preservation,35,0,0,0,35,0,35
Manhattan,Preservation,34,0,0,1,35,0,35
Manhattan,Preservation,2,0,0,0,2,0,2
Manhattan,Preservation,5,0,0,0,5,0,5
Manhattan,Preservation,5,0,0,0,5,0,5
Manhattan,Preservation,5,0,0,0,5,0,5
Manhattan,Preservation,7,0,0,0,7,0,7
Manhattan,Preservation,36,0,0,0,36,0,36
Manhattan,Preservation,9,0,0,0,9,0,9
Manhattan,Preservation,8,0,0,1,9,0,9
Manhattan,Preservation,9,0,0,0,9,0,9
Manhattan,Preservation,9,0,0,0,9,0,9
Manhattan,Preservation,10,0,0,0,10,0,10
Manhattan,Preservation,9,0,0,1,10,0,10
Manhattan,Preservation,37,0,0,1,38,0,38
Manhattan,Preservation,11,0,0,0,11,0,11
Manhattan,Preservation,12,0,0,0,12,0,12
Manhattan,Preservation,14,0,0,1,15,0,15
Manhattan,Preservation,19,0,0,0,19,0,19
Manhattan,Preservation,22,0,0,0,22,0,22
Manhattan,Preservation,24,0,0,1,25,0,25
Manhattan,Preservation,25,0,0,1,26,0,26
Manhattan,Preservation,2,8,0,0,10,0,10
Manhattan,Preservation,8,0,0,0,8,0,8
Manhattan,Preservation,8,0,0,0,8,0,8
Manhattan,Preservation,8,0,0,0,8,0,8
Manhattan,Preservation,8,0,0,0,8,0,8
Manhattan,Preservation,8,0,0,0,8,0,8
Manhattan,Preservation,8,0,0,0,8,0,8
Manhattan,Preservation,14,0,0,1,15,0,15
Manhattan,Preservation,15,0,0,0,15,0,15
Manhattan,Preservation,17,0,0,0,17,0,17
Manhattan,Preservation,21,1,0,0,22,0,22
Manhattan,New Construction,29,0,0,0,29,0,122
Manhattan,New Construction,62,0,0,0,62,0,280
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,18,0,0,0,18,0,18
Manhattan,Preservation,22,0,0,0,22,0,22
Manhattan,New Construction,120,0,0,0,120,0,598
Manhattan,New Construction,0,1,0,0,0,1,1
Manhattan,Preservation,45,0,0,0,45,0,45
Manhattan,Preservation,11,4,0,0,0,15,15
Manhattan,Preservation,19,0,0,1,20,0,20
Manhattan,Preservation,20,0,0,1,21,0,21
Manhattan,Preservation,50,0,0,0,50,0,50
Manhattan,Preservation,50,0,0,0,50,0,50
Manhattan,Preservation,50,0,0,1,51,0,51
Manhattan,New Construction,41,0,0,0,41,0,201
Manhattan,New Construction,75,0,0,0,75,0,372
Manhattan,Preservation,53,0,0,0,53,0,53
Manhattan,New Construction,142,0,0,1,143,0,709
Manhattan,Preservation,88,0,0,1,89,0,89
Manhattan,Preservation,55,0,0,1,13,43,56
Manhattan,Preservation,56,0,0,0,56,0,56
Manhattan,Preservation,55,0,0,1,56,0,56
Manhattan,Preservation,143,6,1,1,151,0,151
Manhattan,Preservation,59,0,0,1,60,0,60
Manhattan,Preservation,58,2,0,0,60,0,60
Manhattan,Preservation,0,60,0,0,0,60,60
Manhattan,New Construction,7,0,0,0,7,0,32
Manhattan,New Construction,99,0,0,1,100,0,100
Manhattan,Preservation,21,0,0,0,0,21,21
Manhattan,Preservation,0,2,0,0,0,2,2
Manhattan,Preservation,0,0,72,0,0,72,72
Manhattan,Preservation,0,84,0,0,0,84,84
Manhattan,Preservation,90,0,0,0,90,0,90
Manhattan,Preservation,97,0,0,0,97,0,97
Manhattan,Preservation,108,0,0,0,108,0,108
Manhattan,Preservation,114,0,0,0,0,114,114
Manhattan,Preservation,114,0,0,1,115,0,115
Manhattan,Preservation,119,0,0,1,120,0,120
Manhattan,Preservation,120,0,0,0,0,120,120
Manhattan,Preservation,135,0,0,0,0,135,135
Manhattan,Preservation,145,0,0,1,146,0,146
Manhattan,Preservation,0,0,158,0,0,158,158
Manhattan,Preservation,175,0,0,0,0,175,175
Manhattan,Preservation,0,184,0,0,0,184,184
Manhattan,New Construction,2,0,0,0,2,0,8
Manhattan,Preservation,79,0,0,1,80,0,80
Manhattan,Preservation,0,0,188,0,0,188,188
Manhattan,New Construction,11,0,0,0,11,0,55
Manhattan,New Construction,1,0,0,0,0,1,1
Manhattan,Preservation,202,0,0,1,203,0,203
Manhattan,New Construction,0,0,23,0,23,0,115
Manhattan,Preservation,0,297,0,0,0,297,297
Manhattan,Preservation,325,1,0,1,327,0,327
Manhattan,Preservation,0,10,0,0,10,0,10
Manhattan,Preservation,0,24,0,1,25,0,25
Manhattan,Preservation,415,0,0,0,415,0,416
Manhattan,Preservation,0,0,37,0,37,0,729
Manhattan,Preservation,0,0,50,0,50,0,1000
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,2,0,0,0,0,2,2
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,3,0,0,0,0,3,3
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,151,0,0,0,151,0,151
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,2,0,0,0,2,2
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,2,0,0,0,0,2,2
Queens,Preservation,2,0,0,0,0,2,2
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,1,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,2,0,0,0,2,2
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,151,0,0,0,151,0,151
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,6,0,0,0,6,0,27
Queens,New Construction,6,0,0,0,6,0,28
Queens,Preservation,2,0,0,0,0,2,2
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,10,0,0,0,10,0,50
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,66,0,0,1,67,0,67
Queens,New Construction,67,0,0,1,68,0,68
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,84,0,0,1,85,0,85
Queens,New Construction,88,0,0,1,89,0,89
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,21,0,0,0,21,0,103
Queens,New Construction,126,0,0,1,127,0,127
Queens,New Construction,104,25,0,1,130,0,130
Queens,New Construction,153,0,0,1,154,0,154
Queens,New Construction,34,0,0,0,34,0,168
Queens,New Construction,130,43,0,1,174,0,174
Queens,New Construction,35,0,0,0,35,0,175
Queens,New Construction,171,60,0,1,232,0,232
Queens,New Construction,95,150,134,1,380,0,380
Queens,New Construction,81,0,0,0,81,0,405
Queens,New Construction,90,0,448,1,539,0,539
Queens,New Construction,195,0,0,0,195,0,974
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,52,0,0,1,53,0,53
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,2,0,0,0,2,2
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,2,0,0,0,0,2,2
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,6,0,0,0,6,0,30
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,2,0,0,0,2,0,8
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,53,0,0,1,54,0,54
Queens,Preservation,16,0,0,0,16,0,16
Queens,Preservation,32,0,0,0,32,0,32
Queens,Preservation,32,0,0,0,32,0,32
Queens,Preservation,40,0,0,0,40,0,40
Queens,Preservation,40,0,0,0,40,0,40
Queens,Preservation,40,0,0,0,40,0,40
Queens,Preservation,56,0,0,0,56,0,56
Queens,Preservation,198,0,0,0,198,0,198
Queens,Preservation,206,0,0,0,206,0,206
Queens,Preservation,216,0,0,0,216,0,216
Queens,Preservation,217,0,0,0,217,0,217
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,17,66,0,1,84,0,84
Queens,Preservation,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,13,50,0,1,64,0,64
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,67,1,0,1,69,0,69
Queens,Preservation,2,51,0,1,54,0,54
Queens,Preservation,31,0,0,1,32,0,32
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,100,0,0,1,101,0,101
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,2,0,0,0,0,2,2
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,2,0,0,0,0,2,2
Queens,New Construction,0,1,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,Preservation,2,0,0,0,0,2,2
Queens,Preservation,58,2,0,0,60,0,60
Queens,Preservation,60,0,0,0,60,0,60
Queens,Preservation,60,0,0,0,60,0,60
Queens,Preservation,60,0,0,0,60,0,60
Queens,Preservation,60,0,0,0,60,0,60
Queens,Preservation,56,4,0,0,60,0,60
Queens,New Construction,6,0,0,0,6,0,25
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,0,1,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,84,0,0,0,84,0,84
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,3,0,0,0,3,0,3
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,6,0,0,1,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,7,0,0,0,7,0,7
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,1,0,0,0,0,1,1
Queens,Preservation,0,1,0,0,0,1,1
Queens,Preservation,0,0,916,1,917,0,917
Queens,Preservation,229,0,0,0,0,229,229
Queens,Preservation,230,0,0,0,0,230,230
Queens,Preservation,230,0,0,0,0,230,230
Queens,Preservation,230,0,0,0,0,230,230
Queens,Preservation,230,0,0,0,0,230,230
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,0,0,343,0,0,343,343
Queens,New Construction,1,0,0,0,0,1,1
Queens,Preservation,489,0,0,0,0,489,489
Queens,Preservation,489,0,0,0,0,489,489
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,New Construction,1,0,0,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
Staten Island,Preservation,0,0,1,0,0,1,1
